no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value
0.9,0.9,0.1,0.5288659793814433,0.49591836734693884,0.9,0.264,0.2786941580756014,0.5210526315789473,0.4167095115681234,0.4972789115646259
0.42000000000000004,0.9,0.1,0.5701030927835052,0.3795918367346939,0.3666666666666667,0.4986666666666667,0.22920962199312717,0.5,0.45989717223650384,0.46462585034013604
0.58,0.9,0.1,0.8752577319587629,0.5,0.6333333333333333,0.3026666666666667,0.2154639175257732,0.7821052631578947,0.6799485861182519,0.4591836734693878
0.42000000000000004,0.9,0.1,0.5948453608247423,0.5714285714285715,0.3666666666666667,0.5066666666666667,0.37491408934707904,0.5547368421052632,0.542159383033419,0.6006802721088436
0.58,0.1,0.9,0.5618556701030928,0.3816326530612245,0.5444444444444445,0.6839999999999999,0.42164948453608253,0.2852631578947369,0.4105398457583548,0.5571428571428572
0.7400000000000001,0.9,0.9,0.4711340206185567,0.3489795918367347,0.3666666666666667,0.604,0.47663230240549825,0.10842105263157895,0.29537275064267354,0.4809523809523809
0.7400000000000001,0.9,0.1,0.3639175257731959,0.3693877551020408,0.5444444444444445,0.64,0.37491408934707904,0.14631578947368423,0.2645244215938304,0.3666666666666667
0.9,0.1,0.9,0.5041237113402062,0.3734693877551021,0.6333333333333333,0.40266666666666673,0.43264604810996565,0.47473684210526323,0.49280205655527,0.35578231292517015
0.58,0.9,0.9,0.35567010309278346,0.2673469387755102,0.5444444444444445,0.4813333333333334,0.3061855670103093,0.3147368421052632,0.25424164524421594,0.3122448979591837
0.26,0.1,0.9,0.3309278350515464,0.2163265306122449,0.7222222222222222,0.3906666666666667,0.20446735395189006,0.17157894736842105,0.33239074550128533,0.3122448979591837
0.9,0.1,0.9,0.7927835051546392,0.6836734693877551,0.3666666666666667,0.388,0.37216494845360826,0.17578947368421055,0.714910025706941,0.47006802721088436
0.9,0.1,0.9,0.32268041237113404,0.22244897959183674,0.2777777777777778,0.6586666666666667,0.3171821305841924,0.16736842105263158,0.25835475578406175,0.1870748299319728
0.7400000000000001,0.9,0.1,0.38865979381443305,0.326530612244898,0.5444444444444445,0.6706666666666667,0.2154639175257732,0.3442105263157895,0.24395886889460155,0.2251700680272109
0.58,0.1,0.9,0.10824742268041238,0.10408163265306122,0.2777777777777778,0.21466666666666667,0.12199312714776633,0.10842105263157895,0.11850899742930592,0.1054421768707483
0.1,0.1,0.1,0.8340206185567011,0.46734693877551026,0.6333333333333333,0.31066666666666665,0.26769759450171826,0.48736842105263156,0.7951156812339332,0.64421768707483
0.42000000000000004,0.9,0.1,0.5123711340206185,0.40816326530612246,0.3666666666666667,0.5773333333333334,0.13298969072164948,0.4157894736842106,0.35706940874036,0.27414965986394557
0.9,0.1,0.9,0.7597938144329897,0.6469387755102041,0.18888888888888888,0.5573333333333333,0.5233676975945017,0.4242105263157895,0.5318766066838047,0.3231292517006803
0.42000000000000004,0.1,0.9,0.5041237113402062,0.43673469387755104,0.1,0.372,0.2759450171821306,0.2136842105263158,0.4455012853470437,0.33945578231292517
0.26,0.1,0.1,0.10824742268041238,0.11836734693877551,0.18888888888888888,0.15600000000000003,0.12199312714776633,0.10421052631578948,0.11645244215938304,0.1108843537414966
0.42000000000000004,0.1,0.1,0.7103092783505155,0.4877551020408163,0.5444444444444445,0.31733333333333336,0.24845360824742269,0.1631578947368421,0.42287917737789205,0.6224489795918366
0.42000000000000004,0.1,0.1,0.47938144329896903,0.31020408163265306,0.3666666666666667,0.484,0.20171821305841925,0.31894736842105265,0.4023136246786633,0.3448979591836735
0.1,0.9,0.1,0.19896907216494847,0.15918367346938778,0.6333333333333333,0.21200000000000002,0.1852233676975945,0.1336842105263158,0.16375321336760926,0.208843537414966
0.7400000000000001,0.1,0.1,0.14948453608247425,0.1510204081632653,0.5444444444444445,0.30400000000000005,0.14123711340206185,0.11263157894736843,0.15347043701799487,0.1326530612244898
0.9,0.1,0.9,0.4381443298969072,0.2836734693877551,0.4555555555555556,0.30000000000000004,0.1577319587628866,0.3821052631578947,0.2994858611825193,0.3231292517006803
0.7400000000000001,0.1,0.9,0.743298969072165,0.7367346938775511,0.7222222222222222,0.7173333333333333,0.5096219931271477,0.4705263157894737,0.4557840616966581,0.5843537414965987
0.26,0.1,0.1,0.2154639175257732,0.1979591836734694,0.8111111111111111,0.6719999999999999,0.16872852233676977,0.1842105263157895,0.22133676092544988,0.1489795918367347
0.9,0.1,0.1,0.3309278350515464,0.2755102040816326,0.9,0.8813333333333334,0.17147766323024055,0.14210526315789473,0.31182519280205656,0.2523809523809524
0.9,0.9,0.9,0.7762886597938145,0.4510204081632653,0.5444444444444445,0.5266666666666667,0.520618556701031,0.6726315789473685,0.6285347043701799,0.4156462585034014
0.9,0.1,0.9,0.5948453608247423,0.5469387755102041,0.9,0.792,0.4711340206185567,0.3778947368421053,0.5401028277634962,0.573469387755102
0.9,0.9,0.1,0.17422680412371133,0.1510204081632653,0.6333333333333333,0.33066666666666666,0.1027491408934708,0.12105263157894737,0.1802056555269923,0.1380952380952381
0.7400000000000001,0.9,0.1,0.8752577319587629,0.6551020408163265,0.9,0.6053333333333334,0.743298969072165,0.4157894736842106,0.8712082262210797,0.44285714285714284
0.7400000000000001,0.1,0.1,0.3969072164948454,0.3979591836734694,0.9,0.2706666666666667,0.2786941580756014,0.24736842105263157,0.34473007712082265,0.2360544217687075
0.58,0.1,0.9,0.8422680412371134,0.6836734693877551,0.3666666666666667,0.41733333333333333,0.4821305841924399,0.44947368421052636,0.7601542416452443,0.3666666666666667
0.1,0.1,0.1,0.5123711340206185,0.4693877551020408,0.6333333333333333,0.5,0.30068728522336774,0.508421052631579,0.43316195372750643,0.29591836734693877
0.7400000000000001,0.1,0.9,0.611340206185567,0.4693877551020408,0.7222222222222222,0.12666666666666668,0.5865979381443299,0.25157894736842107,0.3796915167095116,0.5517006802721088
0.42000000000000004,0.9,0.9,0.6278350515463917,0.4,0.8111111111111111,0.32666666666666666,0.13298969072164948,0.30210526315789477,0.46812339331619535,0.4809523809523809
0.42000000000000004,0.9,0.1,0.22371134020618558,0.21020408163265306,0.4555555555555556,0.5026666666666667,0.23470790378006876,0.2136842105263158,0.18637532133676094,0.1979591836734694
0.1,0.9,0.9,0.165979381443299,0.1510204081632653,0.5444444444444445,0.5213333333333333,0.11924398625429554,0.12947368421052632,0.17403598971722367,0.1380952380952381
0.1,0.9,0.1,0.7020618556701032,0.6061224489795919,0.6333333333333333,0.8693333333333334,0.677319587628866,0.58,0.44138817480719794,0.682312925170068
0.7400000000000001,0.1,0.1,0.611340206185567,0.49591836734693884,0.9,0.23333333333333334,0.16323024054982818,0.35684210526315796,0.5071979434447301,0.4374149659863946
0.9,0.9,0.1,0.1577319587628866,0.14081632653061227,0.7222222222222222,0.42666666666666664,0.1027491408934708,0.10842105263157895,0.14935732647814912,0.1435374149659864
0.26,0.9,0.1,0.677319587628866,0.5591836734693878,0.1,0.43466666666666665,0.5123711340206185,0.46631578947368424,0.5318766066838047,0.6170068027210884
0.1,0.1,0.9,0.19896907216494847,0.16938775510204082,0.18888888888888888,0.8213333333333334,0.18247422680412373,0.14210526315789473,0.1884318766066838,0.154421768707483
0.26,0.1,0.9,0.37216494845360826,0.3306122448979592,0.4555555555555556,0.8973333333333334,0.1852233676975945,0.2136842105263158,0.2789203084832905,0.3448979591836735
0.26,0.1,0.9,0.14948453608247425,0.1469387755102041,0.1,0.2853333333333333,0.11649484536082474,0.1,0.1308483290488432,0.1217687074829932
0.1,0.9,0.1,0.7185567010309278,0.6,0.4555555555555556,0.5559999999999999,0.5618556701030928,0.5505263157894736,0.6573264781491003,0.3448979591836735
0.1,0.9,0.1,0.24020618556701032,0.2326530612244898,0.18888888888888888,0.7426666666666667,0.1027491408934708,0.24315789473684213,0.19460154241645244,0.23061224489795917
0.7400000000000001,0.1,0.1,0.5618556701030928,0.35510204081632657,0.1,0.5746666666666668,0.11374570446735396,0.31052631578947365,0.42287917737789205,0.2523809523809524
0.9,0.9,0.1,0.5865979381443299,0.4571428571428572,0.2777777777777778,0.8320000000000001,0.17972508591065295,0.5589473684210526,0.4249357326478149,0.5244897959183674
0.1,0.1,0.9,0.28144329896907216,0.2795918367346939,0.3666666666666667,0.19066666666666668,0.1604810996563574,0.10842105263157895,0.20899742930591259,0.2795918367346939
0.9,0.9,0.9,0.8257731958762887,0.7346938775510204,0.1,0.6026666666666667,0.4298969072164949,0.5547368421052632,0.5195372750642674,0.573469387755102
0.26,0.9,0.1,0.4711340206185567,0.41428571428571426,0.18888888888888888,0.32400000000000007,0.46563573883161513,0.3147368421052632,0.4269922879177378,0.29591836734693877
0.58,0.9,0.9,0.47938144329896903,0.32857142857142857,0.5444444444444445,0.41333333333333333,0.19896907216494847,0.4368421052631579,0.41465295629820054,0.3938775510204082
0.58,0.1,0.9,0.7103092783505155,0.6326530612244898,0.6333333333333333,0.856,0.3529209621993127,0.12947368421052632,0.6676092544987147,0.5027210884353742
0.26,0.9,0.9,0.35567010309278346,0.31020408163265306,0.6333333333333333,0.6893333333333334,0.10824742268041238,0.12526315789473685,0.26658097686375326,0.3448979591836735
0.42000000000000004,0.9,0.1,0.4134020618556701,0.28163265306122454,0.7222222222222222,0.7453333333333333,0.1879725085910653,0.12526315789473685,0.3611825192802057,0.3666666666666667
0.26,0.1,0.1,0.5783505154639176,0.5020408163265306,0.5444444444444445,0.5493333333333333,0.3969072164948454,0.2810526315789474,0.5051413881748072,0.5680272108843537
0.1,0.1,0.9,0.5453608247422681,0.48367346938775513,0.6333333333333333,0.8666666666666667,0.559106529209622,0.29789473684210527,0.40437017994858615,0.5190476190476191
0.7400000000000001,0.9,0.1,0.44639175257731967,0.3918367346938776,0.18888888888888888,0.3653333333333334,0.1357388316151203,0.37368421052631584,0.4249357326478149,0.4102040816326531
0.42000000000000004,0.1,0.1,0.8257731958762887,0.726530612244898,0.6333333333333333,0.5933333333333334,0.6855670103092784,0.3273684210526316,0.7334190231362469,0.8020408163265306
0.42000000000000004,0.1,0.1,0.20721649484536084,0.17142857142857143,0.18888888888888888,0.7346666666666667,0.17697594501718214,0.1,0.20282776349614395,0.1761904761904762
0.58,0.9,0.1,0.6608247422680412,0.536734693877551,0.6333333333333333,0.7413333333333333,0.24845360824742269,0.45789473684210524,0.4907455012853471,0.6224489795918366
0.42000000000000004,0.1,0.1,0.28144329896907216,0.27346938775510204,0.8111111111111111,0.2613333333333333,0.1879725085910653,0.1631578947368421,0.23161953727506426,0.1761904761904762
0.9,0.9,0.1,0.6690721649484537,0.47959183673469397,0.5444444444444445,0.18000000000000002,0.3941580756013746,0.14631578947368423,0.5010282776349614,0.5625850340136055
0.58,0.1,0.1,0.8340206185567011,0.49591836734693884,0.9,0.2826666666666667,0.2731958762886598,0.6768421052631579,0.5812339331619537,0.8020408163265306
0.26,0.9,0.9,0.5618556701030928,0.4346938775510204,0.5444444444444445,0.6613333333333333,0.1302405498281787,0.508421052631579,0.4475578406169666,0.5081632653061224
0.26,0.9,0.1,0.8505154639175257,0.6775510204081633,0.6333333333333333,0.5746666666666668,0.5756013745704468,0.4831578947368421,0.6573264781491003,0.7802721088435374
0.26,0.1,0.9,0.46288659793814435,0.30000000000000004,0.18888888888888888,0.524,0.1604810996563574,0.10421052631578948,0.35912596401028274,0.33401360544217684
0.26,0.1,0.9,0.1,0.10408163265306122,0.1,0.4720000000000001,0.11374570446735396,0.10421052631578948,0.10411311053984576,0.1054421768707483
0.7400000000000001,0.9,0.1,0.7103092783505155,0.6061224489795919,0.18888888888888888,0.5946666666666667,0.22646048109965636,0.6557894736842106,0.6573264781491003,0.33401360544217684
0.42000000000000004,0.9,0.1,0.8092783505154639,0.45510204081632655,0.6333333333333333,0.6413333333333333,0.729553264604811,0.2810526315789474,0.7169665809768637,0.6006802721088436
0.26,0.9,0.9,0.256701030927835,0.1816326530612245,0.9,0.8946666666666666,0.1027491408934708,0.1968421052631579,0.2480719794344473,0.2251700680272109
0.42000000000000004,0.1,0.1,0.24020618556701032,0.2469387755102041,0.1,0.8853333333333334,0.11649484536082474,0.14631578947368423,0.2398457583547558,0.2414965986394558
0.58,0.1,0.9,0.20721649484536084,0.1979591836734694,0.6333333333333333,0.8160000000000001,0.21271477663230243,0.14210526315789473,0.16169665809768638,0.1761904761904762
0.42000000000000004,0.9,0.1,0.3804123711340206,0.3408163265306122,0.6333333333333333,0.244,0.3776632302405498,0.2768421052631579,0.3611825192802057,0.3938775510204082
0.42000000000000004,0.9,0.9,0.7185567010309278,0.49591836734693884,0.6333333333333333,0.88,0.6470790378006873,0.7147368421052631,0.5462724935732648,0.535374149659864
0.42000000000000004,0.9,0.1,0.35567010309278346,0.2326530612244898,0.6333333333333333,0.12266666666666667,0.19347079037800688,0.11263157894736843,0.3344473007712082,0.29591836734693877
0.7400000000000001,0.9,0.9,0.6443298969072165,0.5448979591836735,0.18888888888888888,0.2946666666666667,0.20171821305841925,0.29368421052631577,0.4825192802056556,0.6006802721088436
0.58,0.1,0.1,0.32268041237113404,0.2673469387755102,0.6333333333333333,0.812,0.13298969072164948,0.2894736842105263,0.27480719794344477,0.1979591836734694
0.7400000000000001,0.9,0.9,0.10824742268041238,0.11224489795918369,0.18888888888888888,0.7626666666666667,0.10824742268041238,0.1168421052631579,0.10616966580976864,0.1217687074829932
0.9,0.9,0.1,0.24845360824742269,0.22040816326530613,0.8111111111111111,0.23600000000000002,0.20996563573883165,0.18842105263157896,0.24190231362467868,0.1598639455782313
0.9,0.1,0.9,0.35567010309278346,0.25306122448979596,0.3666666666666667,0.11333333333333334,0.18247422680412373,0.26421052631578945,0.2645244215938304,0.32857142857142857
0.1,0.9,0.9,0.28144329896907216,0.2142857142857143,0.6333333333333333,0.12533333333333335,0.1549828178694158,0.2768421052631579,0.2892030848329049,0.2795918367346939
0.9,0.1,0.1,0.6195876288659794,0.4714285714285714,0.18888888888888888,0.888,0.4738831615120275,0.23894736842105266,0.5791773778920309,0.48639455782312924
0.9,0.9,0.9,0.8257731958762887,0.5102040816326531,0.2777777777777778,0.30133333333333334,0.24295532646048112,0.58,0.6737789203084833,0.589795918367347
0.42000000000000004,0.9,0.1,0.20721649484536084,0.19387755102040818,0.7222222222222222,0.216,0.1,0.20105263157894737,0.16992287917737792,0.1707482993197279
0.9,0.9,0.9,0.14123711340206185,0.1306122448979592,0.6333333333333333,0.4613333333333334,0.10549828178694158,0.1168421052631579,0.13290488431876607,0.1217687074829932
0.1,0.9,0.1,0.2896907216494845,0.2755102040816326,0.1,0.5826666666666668,0.20996563573883165,0.18842105263157896,0.29331619537275067,0.263265306122449
0.9,0.9,0.1,0.7020618556701032,0.5591836734693878,0.7222222222222222,0.16266666666666668,0.5151202749140894,0.1505263157894737,0.4249357326478149,0.682312925170068
0.26,0.9,0.1,0.13298969072164948,0.11836734693877551,0.6333333333333333,0.2906666666666667,0.11924398625429554,0.14210526315789473,0.1390745501285347,0.1435374149659864
0.7400000000000001,0.1,0.9,0.8422680412371134,0.6346938775510205,0.2777777777777778,0.5826666666666668,0.12749140893470792,0.1168421052631579,0.6470437017994859,0.3884353741496599
0.26,0.9,0.9,0.5371134020618556,0.49591836734693884,0.4555555555555556,0.116,0.45189003436426123,0.30210526315789477,0.49485861182519286,0.2795918367346939
0.58,0.9,0.1,0.7762886597938145,0.7285714285714285,0.8111111111111111,0.4986666666666667,0.6663230240549829,0.6936842105263158,0.5154241645244216,0.5625850340136055
0.1,0.9,0.1,0.3391752577319588,0.3204081632653061,0.3666666666666667,0.372,0.1962199312714777,0.29368421052631577,0.3282776349614396,0.1979591836734694
0.9,0.1,0.1,0.5123711340206185,0.34285714285714286,0.9,0.384,0.4683848797250859,0.1842105263157895,0.43933161953727506,0.3938775510204082
0.1,0.1,0.1,0.520618556701031,0.3163265306122449,0.8111111111111111,0.6426666666666667,0.454639175257732,0.20947368421052634,0.355012853470437,0.5136054421768708
